#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS|PosValue
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.segmentation.type.Lemma|value
#T_SP=webanno.custom.NEtypeslinks|category|link
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceType|referenceRelation
#T_RL=de.tudarmstadt.ukp.dkpro.core.api.syntax.type.dependency.Dependency|DependencyType|flavor|BT_de.tudarmstadt.ukp.dkpro.core.api.lexmorph.type.pos.POS


#Text=Man bija grūti to pateikt, es pat nobijos no šīs domas.
3-4	92-99	Latvijā	npfsl4	Latvija	GPE	https://en.wikipedia.org/wiki/Latvia	*[1]	*->1-1	obl	basic	3-3	
3-5	99-100	,	zc	,	_	_	_	_	punct	basic	3-7	
3-6	101-104	kur	r0p	kur	_	_	*[1]	*->1-2	advmod	basic	3-7	
3-7	105-107	ir	vmnipii30an	būt	_	_	_	_	acl	basic	3-4	
3-8	108-114	dažādi	armpnnp	dažāds	_	_	_	_	amod	basic	3-10	
3-9	115-122	lībiešu	ncmpg2	lībietis	_	_	_	_	nmod	basic	3-10	
3-10	123-131	projekti	ncmpn1	projekts	_	_	_	_	nsubj	basic	3-7	
3-11	132-134	un	cc	un	_	_	_	_	cc	basic	3-13	
3-12	135-140	citas	pi0fpnn	cita	_	_	_	_	det	basic	3-13	
3-13	141-152	aktivitātes	ncfpa5	aktivitāte	_	_	_	_	conj	basic	3-10	
3-14	152-153	,	zc	,	_	_	_	_	punct	basic	3-17	
3-15	154-157	kur	r0p	kur	_	_	*[1]	*->1-3	advmod	basic	3-17	
3-16	158-165	lībieši	ncmpn2	lībietis	_	_	_	_	nsubj	basic	3-17	
3-17	166-172	mēģina	vonipt330an	mēģināt	_	_	_	_	conj	basic	3-7	
3-18	173-182	spuroties	vmyn0i2000n	spuroties	_	_	_	_	xcomp	basic	3-17	
3-19	182-183	.	zs	.	_	_	_	_	punct	basic	3-3	

#Text=Bet tad domāju, kādēļ tad ir zinātnieki?
4-1	185-188	Bet	cc	bet	_	_	_	_	cc	basic	4-3	
4-2	189-192	tad	r0t	tad	_	_	_	_	advmod	basic	4-3	
4-3	193-199	domāju	vmnipt21san	domāt	_	_	_	_	root	basic	4-3	
4-4	199-200	,	zc	,	_	_	_	_	punct	basic	4-7	
4-5	201-206	kādēļ	r0c	kādēļ	_	_	_	_	advmod	basic	4-7	
4-6	207-210	tad	q	tad	_	_	_	_	discourse	basic	4-7	
4-7	211-213	ir	vmnipii30an	būt	_	_	_	_	ccomp	basic	4-3	
4-8	214-224	zinātnieki	ncmpn1	zinātnieks	_	_	_	_	nsubj	basic	4-7	
4-9	224-225	?	zs	?	_	_	_	_	punct	basic	4-3	

#Text=Un es varu pamatot, ka lībiešu valoda kā dzimtā valoda ir mirusi.
5-1	227-229	Un	cc	un	_	_	_	_	cc	basic	5-3	
5-2	230-232	es	pp10snn	es	_	_	*[2]	*->2-3	nsubj	basic	5-3	
5-3	233-237	varu	vonipt31san	varēt	_	_	_	_	root	basic	5-3	
5-4	238-245	pamatot	vmnn0t2000n	pamatot	_	_	_	_	xcomp	basic	5-3	
5-5	245-246	,	zc	,	_	_	_	_	punct	basic	5-13	
5-6	247-249	ka	cs	ka	_	_	_	_	mark	basic	5-13	
5-7	250-257	lībiešu	ncmpg2	lībietis	_	_	_	_	nmod	basic	5-8	
5-8	258-264	valoda	ncfsn4	valoda	_	_	_	_	nsubj	basic	5-13	
5-9	265-267	kā	r0m	kā	_	_	_	_	mark	basic	5-11	
5-10	268-274	dzimtā	vmnpdfsnpsyp	dzimt	_	_	_	_	amod	basic	5-11	
5-11	275-281	valoda	ncfsn4	valoda	_	_	_	_	acl	basic	5-8	
5-12	282-284	ir	vcnipii30an	būt	_	_	_	_	aux	basic	5-13	
5-13	285-291	mirusi	vmnpdfsnasnp	mirt	_	_	_	_	ccomp	basic	5-4	
5-14	291-292	.	zs	.	_	_	_	_	punct	basic	5-3	

#Text=Lielākie, spožākie lībiešu valodas runātāji, ko vēl pēdējos gados izmantoja zinātnieki, ir miruši.
6-1	294-302	Lielākie	afmpnyc	liels	_	_	_	_	amod	basic	6-6	
6-2	302-303	,	zc	,	_	_	_	_	punct	basic	6-3	
6-3	304-312	spožākie	afmpnyc	spožs	_	_	_	_	conj	basic	6-1	
6-4	313-320	lībiešu	ncmpg2	lībietis	_	_	*[3]	*->3-1	nmod	basic	6-5	
6-5	321-328	valodas	ncfsg4	valoda	_	_	*[3]	*->3-1	nmod	basic	6-6	
6-6	329-337	runātāji	ncmpn1	runātājs	_	_	*[3]	*->3-1	nsubj	basic	6-16	
6-7	337-338	,	zc	,	_	_	_	_	punct	basic	6-12	
6-8	339-341	ko	pr000an	kas	_	_	*[3]	*->3-2	obj	basic	6-12	
6-9	342-345	vēl	r0t	vēl	_	_	_	_	advmod	basic	6-11	
6-10	346-353	pēdējos	armplnp	pēdējs	_	_	_	_	amod	basic	6-11	
6-11	354-359	gados	ncmpl1	gads	_	_	_	_	iobj	basic	6-12	
6-12	360-369	izmantoja	vmnist230an	izmantot	_	_	_	_	acl	basic	6-6	
6-13	370-380	zinātnieki	ncmpn1	zinātnieks	_	_	_	_	nsubj	basic	6-12	
6-14	380-381	,	zc	,	_	_	_	_	punct	basic	6-12	
6-15	382-384	ir	vcnipii30an	būt	_	_	_	_	aux	basic	6-16	
6-16	385-391	miruši	vmnpdmpnasnp	mirt	_	_	_	_	root	basic	6-16	
6-17	391-392	.	zs	.	_	_	_	_	punct	basic	6-16	

#Text=Ir daži zinātnieki un interesenti (arī lībiešu cilmes), kas apguvuši lībiešu valodu.
7-1	394-396	Ir	vmnipii30an	būt	_	_	_	_	root	basic	7-1	
7-2	397-401	daži	pi0mpnn	dažs	_	_	*[4]	*->4-1	det	basic	7-3	
7-3	402-412	zinātnieki	ncmpn1	zinātnieks	_	_	*[4]	*->4-1	nsubj	basic	7-1	
7-4	413-415	un	cc	un	_	_	*[4]	*->4-1	cc	basic	7-5	
7-5	416-427	interesenti	ncmpn1	interesents	_	_	*[4]	*->4-1	conj	basic	7-3	
7-6	428-429	(	zb	(	_	_	_	_	punct	basic	7-9	
7-7	429-432	arī	q	arī	_	_	_	_	discourse	basic	7-9	
7-8	433-440	lībiešu	ncmpg2	lībietis	_	_	_	_	nmod	basic	7-9	
7-9	441-447	cilmes	ncfsg5	cilme	_	_	_	_	parataxis	basic	7-3	
7-10	447-448	)	zb	)	_	_	_	_	punct	basic	7-9	
7-11	448-449	,	zc	,	_	_	_	_	punct	basic	7-13	
7-12	450-453	kas	pr000nn	kas	_	_	*[4]	*->4-2	nsubj	basic	7-13	
7-13	454-462	apguvuši	vmnpdmpnasnp	apgūt	_	_	_	_	acl	basic	7-3	
7-14	463-470	lībiešu	ncmpg2	lībietis	_	_	_	_	nmod	basic	7-15	
7-15	471-477	valodu	ncfsa4	valoda	_	_	_	_	obj	basic	7-13	
7-16	477-478	.	zs	.	_	_	_	_	punct	basic	7-1	

#Text=Ir daži, uz vienas rokas pirkstiem saskaitāmi, gados veci lībieši, kas vēl kā nebūt runā.
8-1	480-482	Ir	vmnipii30an	būt	_	_	_	_	root	basic	8-1	
8-2	483-487	daži	pi0mpnn	dažs	_	_	*[9]	*->9-1	det	basic	8-12	
8-3	487-488	,	zc	,	_	_	_	_	punct	basic	8-8	
8-4	489-491	uz	spsg	uz	_	_	_	_	case	basic	8-7	
8-5	492-498	vienas	mcsfsg	viena	_	_	_	_	nummod	basic	8-6	
8-6	499-504	rokas	ncfsg4	roka	_	_	_	_	nmod	basic	8-7	
8-7	505-514	pirkstiem	ncmpd1	pirksts	_	_	_	_	obl	basic	8-8	
8-8	515-525	saskaitāmi	vmnpdmpnppnp	saskaitīt	_	_	_	_	acl	basic	8-12	
8-9	525-526	,	zc	,	_	_	_	_	punct	basic	8-8	
8-10	527-532	gados	ncmpl1	gads	_	_	*[9]	*->9-2	obl	basic	8-11	
8-11	533-537	veci	afmpnnp	vecs	_	_	*[9]	*->9-2	amod	basic	8-12	
8-12	538-545	lībieši	ncmpn2	lībietis	_	_	*[9]	*->9-2	nsubj	basic	8-1	
8-13	545-546	,	zc	,	_	_	_	_	punct	basic	8-18	
8-14	547-550	kas	pr000nn	kas	_	_	*[9]	*->9-3	nsubj	basic	8-18	
8-15	551-554	vēl	r0t	vēl	_	_	_	_	advmod	basic	8-18	
8-16	555-557	kā	r0m	kā	_	_	_	_	advmod	basic	8-18	
8-17	558-563	nebūt	q	nebūt	_	_	_	_	discourse	basic	8-16	
8-18	564-568	runā	vmnipt230an	runāt	_	_	_	_	acl	basic	8-12	
8-19	568-569	.	zs	.	_	_	_	_	punct	basic	8-1	

#Text=Ir vairāki, kas par sevi ir radījuši tēlu, ka ir lieli valodas zinātāji.
9-1	571-573	Ir	vmnipii30an	būt	_	_	_	_	root	basic	9-1	
9-2	574-581	vairāki	pi0mpnn	vairāki	_	_	*[10]	*->10-1	nsubj	basic	9-1	
9-3	581-582	,	zc	,	_	_	_	_	punct	basic	9-8	
9-4	583-586	kas	pr000nn	kas	_	_	*[10]	*->10-2	nsubj	basic	9-8	
9-5	587-590	par	spsa	par	_	_	_	_	case	basic	9-6	
9-6	591-595	sevi	px000an	sevis	_	_	*[10]	*->10-3	iobj	basic	9-8	
9-7	596-598	ir	vcnipii30an	būt	_	_	_	_	aux	basic	9-8	
9-8	599-607	radījuši	vmnpdmpnasnp	radīt	_	_	_	_	acl	basic	9-2	
9-9	608-612	tēlu	ncmsa1	tēls	_	_	_	_	obj	basic	9-8	
9-10	612-613	,	zc	,	_	_	_	_	punct	basic	9-15	
9-11	614-616	ka	cs	ka	_	_	_	_	mark	basic	9-15	
9-12	617-619	ir	vcnipii30an	būt	_	_	_	_	xcomp	basic	9-15	
9-13	620-625	lieli	afmpnnp	liels	_	_	_	_	amod	basic	9-15	
9-14	626-633	valodas	ncfsg4	valoda	_	_	_	_	nmod	basic	9-15	
9-15	634-642	zinātāji	ncmpn1	zinātājs	_	_	_	_	acl	basic	9-9	
9-16	642-643	.	zs	.	_	_	_	_	punct	basic	9-1	

#Text=Ir lībieši, kas spējīgi sazināties iekaltām frāzēm, bet to vairs nesaucam par dzimto valodu.
10-1	645-647	Ir	vmnipii30an	būt	_	_	_	_	root	basic	10-1	
10-2	648-655	lībieši	ncmpn2	lībietis	_	_	*[5]	*->5-1	nsubj	basic	10-1	
10-3	655-656	,	zc	,	_	_	_	_	punct	basic	10-5	
10-4	657-660	kas	pr000nn	kas	_	_	*[5]	*->5-2	nsubj	basic	10-5	
10-5	661-668	spējīgi	afmpnnp	spējīgs	_	_	_	_	acl	basic	10-2	
10-6	669-679	sazināties	vmyn0i3000n	sazināties	_	_	_	_	ccomp	basic	10-5	
10-7	680-688	iekaltām	vmnpdfpdpsnp	iekalt	_	_	_	_	amod	basic	10-8	
10-8	689-695	frāzēm	ncfpd5	frāze	_	_	_	_	iobj	basic	10-6	
10-9	695-696	,	zc	,	_	_	_	_	punct	basic	10-13	
10-10	697-700	bet	cc	bet	_	_	_	_	cc	basic	10-13	
10-11	701-703	to	pd0msan	tas	_	_	_	_	obj	basic	10-13	
10-12	704-709	vairs	r0t	vairs	_	_	_	_	advmod	basic	10-13	
10-13	710-718	nesaucam	vmnipt11pay	nesaukt	_	_	_	_	conj	basic	10-1	
10-14	719-722	par	spsa	par	_	_	_	_	case	basic	10-16	
10-15	723-729	dzimto	vmnpdfsapsyp	dzimt	_	_	_	_	amod	basic	10-16	
10-16	730-736	valodu	ncfsa4	valoda	_	_	_	_	xcomp	basic	10-13	
10-17	736-737	.	zs	.	_	_	_	_	punct	basic	10-1	

#Text=Bet daudz ir tādu, kas ir dzirdējuši citus runātājus, kam tās ir dzīvās atmiņas.
11-1	739-742	Bet	cc	bet	_	_	_	_	cc	basic	11-3	
11-2	743-748	daudz	rpq	daudz	_	_	_	_	advmod	basic	11-3	
11-3	749-751	ir	vmnipii30an	būt	_	_	_	_	root	basic	11-3	
11-4	752-756	tādu	pd0mpgn	tāds	_	_	*[6]	*->6-1	iobj	basic	11-3	
11-5	756-757	,	zc	,	_	_	_	_	punct	basic	11-8	
11-6	758-761	kas	pr000nn	kas	_	_	*[6]	*->6-2	nsubj	basic	11-8	
11-7	762-764	ir	vcnipii30an	būt	_	_	_	_	aux	basic	11-8	
11-8	765-775	dzirdējuši	vmnpdmpnasnp	dzirdēt	_	_	_	_	acl	basic	11-4	
11-9	776-781	citus	pi0mpan	cits	_	_	_	_	det	basic	11-10	
11-10	782-791	runātājus	ncmpa1	runātājs	_	_	*[7]	*->7-1	obj	basic	11-8	
11-11	791-792	,	zc	,	_	_	_	_	punct	basic	11-16	
11-12	793-796	kam	pr000dn	kas	_	_	*[7]	*->7-2	obl	basic	11-16	
11-13	797-800	tās	pd0fpnn	tā	_	_	_	_	nsubj	basic	11-16	
11-14	801-803	ir	vcnipii30an	būt	_	_	_	_	cop	basic	11-16	
11-15	804-810	dzīvās	affpnyp	dzīva	_	_	_	_	amod	basic	11-16	
11-16	811-818	atmiņas	ncfda4	atmiņas	_	_	_	_	acl	basic	11-10	
11-17	818-819	.	zs	.	_	_	_	_	punct	basic	11-3	

#Text=Bet nav vairs lībiešu, kuri tajā spēj tērzēt.
12-1	821-824	Bet	cc	bet	_	_	_	_	cc	basic	12-2	
12-2	825-828	nav	vgnipii30ay	nebūt	_	_	_	_	root	basic	12-2	
12-3	829-834	vairs	r0t	vairs	_	_	_	_	advmod	basic	12-2	
12-4	835-842	lībiešu	ncmpg2	lībietis	_	_	*[8]	*->8-1	nsubj	basic	12-2	
12-5	842-843	,	zc	,	_	_	_	_	punct	basic	12-8	
12-6	844-848	kuri	pr0mpnn	kurš	_	_	*[8]	*->8-2	nsubj	basic	12-8	
12-7	849-853	tajā	pd0fsln	tā	_	_	_	_	obl	basic	12-9	
12-8	854-858	spēj	vonipt130an	spēt	_	_	_	_	acl	basic	12-4	
12-9	859-865	tērzēt	vmnn0t2000n	tērzēt	_	_	_	_	xcomp	basic	12-8	
12-10	865-866	.	zs	.	_	_	_	_	punct	basic	12-2	
